content,value
【奇妙的朋友之萌爱2016】影片讲述了经纪初哥赵大海（杜海涛饰）接到一个任务：带领李宇春、倪妮、黄轩、胡杏儿、杜天皓五位明星前往自然保护区担任动物保护大使。伴随着区内举世瞩目的熊猫三胞胎的诞生，明星大使倍感兴奋。其后，大海及明星在动物世界中逐渐成长并收获友情。 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
爱是什么，大概是比喜欢更多一点点吧，那比爱更多一点的是什么呢，对于我来说，那就是你呀@X玖少年团夏之光X_Light  #夏之光##30天安利夏之光# ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
暴富//@妍笙:期末//@台风十三妻:校考//@哈哈哈哈哈哈哈哈啧:期末//@肸雨二十二:期末考成绩??//@小啵的甜施:期末考?//@东北小土豆:暴富?//@小野妹子学吐槽:不脱发?//@我也有个逆袭史：暴富?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
我在#音悦台#里发现了一首王源的Sleep 官方版，推荐给大家！Sleep 官方版-王源 高清MV-音悦台 同谋 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#黄景瑜红海行动#  #演员黄景瑜#   独一无二 黄景瑜,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
更别说还有主角糟糕的演技、【高手们】高智商犯罪电影该有的元素它都有：让人感觉是一群高智商罪犯在过家家[哎呦熊做面膜] ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
努力；你需要的只是努力。【吉星高照2015】影片讲述了王祖蓝饰演的草根经纪人：你的贵人在哪里，其实贵人就是自己、表情极似喜剧天王周星驰的“温超”。 ???,OOOOOOOOOOOOOBIIIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#电影欧洲攻略# 攻略系列的前两部其实之前并没有看过，但是知道凡凡参与第三部之后就把东京攻略和韩城攻略补看完啦。本身我就很喜欢这种斗智斗勇还搞笑的剧情，所以越来越期待第三部，也超级期待我们凡饰演的黑客乐奇哇。知道有活动后就做了一个不踩节奏点的电影混剪，hope you enjoy!期待欧洲攻略的 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
今天手机冻关机回来开机后，打开朋友圈发现我姐在山上，同事在山上……有种错过全世界的感觉今天出门太晚没去山顶，但回来后还是有种被冻傻了的感觉#探出小脑袋# ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
晚安baby们//@树脂化石:行吧//@月下瓜田吃瓜田猹:这是上演那年今日嘛//@不疑长思:我没看过//@西柚子和柠檬啊:新粮新粮都是新粮！！//@沂水弦歌yl:把当初落下的课补回来//@嘉人在侧://@小甜宝_:我也没看过第一次饭，初期都漏了好多粮//@_任嘉伦的括弧笑:没看过的都是新粮！！！西湖卖艺top,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
姚笛男友曝光，个子高高的，两人行成了“最萌身高差”~之前的事情总要过去，文章早已开启新生活了，姚笛这才放下。话说这新男友你觉得怎么样？ ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
并且这也确实是一个事实，看看何迥以往主演的什么快乐到家、嘻游记、仙球大战这些电影，还真是一言难尽。 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#这一刻的小时光##李小璐#【不会演戏的厨子不是好模特】张亮西装革履宣传电影#爸爸的3次婚礼#，天天张悦轩“投诉”董洁严肃张亮Sean董洁电影爸爸的3次婚礼 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
"咱们结婚吧北京举行发布会，高圆圆打拳击变身""女汉子""，刘涛大秀厨艺求点赞。 高圆圆打拳击变身""女汉子"" 刘涛大秀厨艺求点赞 150309 ???",BIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
在侦破一起刑事犯罪背后的职务犯罪过程中：对事业执着奉献的女主人公--青年检察官张芸逐渐萌生出爱情。其实人生就是这样。享受清新的空气：对爱情大胆追求，我们只要调节好看风景的心情就够了：放下之前一直在意的事儿，【破局】男主人公顾长风是一名有着多年侦查经验：风景处处都有、智慧的中年检察官 ???...全文,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
//@我说的都是真的叭://@我亲爱的拥有和虚无:不羁英气与柔软精致的碰撞新鲜有趣，不流俗的@香奈儿CHANEL 有态度的@TFBOYS-易烊千玺 呈现不拘一格美感造型//@素颜大灯:棒棒的,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
冰之下 老兽 大佛普拉斯 阿莉芙 刀背藏身 嘉年华 血观音 接线员 强尼·凯克 芳华 轻松+愉快 分贝人生 村戏 笨鸟暗色tt 不成问题的问题 1句顶1w句 德布西森林醉生梦死 踏血寻梅 德兰 百日告别 刺客聂隐娘kano 黄金时代 相爱的七种设计 冰毒 胜利失魂 西游降魔篇 春梦 亲爱的奶奶 志气候鸟来的 ???...全文,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
剖面111                     电影#狂兽#日前公布了一则“深海恶战”制作特辑，主创@张晋max、@余文乐、@林家栋LamKaTung悉数亮相，曝为了呈现出最佳的视觉效果，在水下玩命拍摄长达一个月。该影片将于11月10日上映。凤凰电影的秒拍视频 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
电影我是马布里中的励志片段，要相信自己，这个世界是心想事成的，问题是你想没想，成功不是口号也不是目标，而是信念！@StephonMarbury ???,OOBIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
有韩式喜剧的大智若愚，有荒诞不经的江湖轶事、有让人忍俊不禁的江湖人事，也有凄美的江湖绝恋：【喜乐长安】讲述了释然与青梅竹马的女孩喜乐一起下山闯荡江湖的故事 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【星际特工：千星之城曝片场特辑】纳泽队长吴亦凡@Mr_凡先生 协助时空特工完成星际任务，在关键时刻切断炸弹控制器线路保护珍珠人安全撤离。吴亦凡首次演军人，对自己的制服非常满意。在拍摄现场和各位主创相处愉快，导演吕克-贝松还临时决定给他加戏。电影内地上映8天，累计票房3.44亿。  ???...全文,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
Cars3:迪士尼动画、皮克斯动画汽车总动员36月16上映！ 美国·Disney's California Adventure Park ???,OOOOOOOOOOOOOOOOOBIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
"//@林心如: //@任泉:我带酒去 //@林心如:谢谢一路支持著我们的你们，还有那么多辛苦的工作人员，这阵子真的是起早贪黑的一个城市换过一个城市,只希望大家能喜欢我们的#魔宫魅影# 再辛苦都是值得的??我们庆功宴见啰",OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
//@蔚蓝样晴空的心情:只要留下全尸，在idw的官方变形金刚漫画里，活用同伴尸体，开发尸体功能是赛博坦人的家常便饭。擎天柱还是奥利安的时候，因为得罪汽车人高层，同事被斩首灭口，他直接调整同事的尸体变形骑摩托车和朝廷刺客战斗，变形金刚的尸体不仅可以架势，还能改造成能量炮武器杀人，还能合体,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
你习惯了！“两杯热咖啡、每个人都希望能有魔法来帮他们解决难题：藏在笑容中。任由苦苦香味！--童话镇：麻痹着寂寞。一个人忙碌生活！可是却没有人愿意相信真的有魔法、黑白衣服的颜色···”---徐若瑄听见下雨的声音电影插曲来爱我啦。 ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIIIIOOOOOOOOOOOOO
张学友如果·爱现场版 你的单曲的秒拍视频 ???,OOOOOOOOOOOOOOOOOOOOOOOO
晚安啦宝宝。明天祝我好运//@Jade·Karry:一辈子做大哥的人//@王俊凯的大三蟹:#王俊凯触电张艺谋长城# 一直喜欢你，永远陪伴你//@王俊凯的蟹工坊:#王俊凯# 树读 @TFBOYS-王俊凯,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
@演员吕丽萍  @崔永元@袁立  @宜兴月报  @宜兴日报  @宜兴发布  @宜兴交通台  下一站？宜兴站？一个人的课堂是一部现实主义题材的电影，讲述了扎根乡村学校逾36年的代课教师宋文化(孙海英饰)在时代的洪流中，不顾及自身命运，以奉献者精神坚守三尺讲台，守护山区小学留守的最后一位学生唐明明(王乃 ???...全文,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
这让星球大战侏罗纪公园情何以堪………,OOBIIIBIIIIOOOOOOO
多些系统思维！消除片面误区。你简单世界才简单，就在所有人都期待明年看到该系列电影第三部时！多些形象思维。多些换位思维；摆脱教条的束缚……【梦工厂竟然无片可放……走多远的……功夫熊猫3跳票到2016年上映】梦工厂动画电影功夫熊猫前两部上映后都收获了不错的票房…… ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
哆啦A梦回来了！最新剧场版哆啦A梦：大雄的南极冰冰凉大冒险发布预告片，第一次哆啦A梦带着大家去到南极冒险！同时该片也刷新了系列影片的最高票房纪录，成为哆啦A梦剧场版总票房最高的一部，即将国内上映哦~期待！#哆啦A梦南极大冒险#网页链接 ???,OOOOOOOOOOOOOBIIIIIIIIIIIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#鹿晗##鹿晗上海堡垒##30天安利鹿晗# 升级小号的办法就是超话里和别人互粉，然后转赞评，最好的是发帖子尽量多的人回帖就很快，大家加油，后面几家追的好快吖@M鹿M  赶紧把运动全能打了，下一个我最喜欢的古装男神，有家在抢我们要尽快过去@M鹿M ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#六儿播报# 【CCTV6】08:29?难忘的岁月；10:19?中国电影报道；10:24?卧底风云；12:18?左耳；14:20?半支情；15:58?中国电影报道；16:03?九纹龙史进之扬威华洲；17:49?中国电影报道；18:19?渊子崖保卫战；20:10?中国电影报道；20:15?杜拉拉追婚记；22:18?征服太空……更多精彩见下图↓↓ ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
近几年王菲的贴片单曲都是500万一首 附送一张自拍封面 除了致青春的主题曲 因为和赵薇关系好 只收了友情价300万 没有送自拍封面 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
"我们的少年时代搞笑片场花絮看不停, 看tfboys上演泳池大战 ?TF情报局的... |深圳·星期8... ?",BIIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【恐龙当家】我们相信这部电影是送给小朋友们的一份不错的礼物。恐龙当家讲述的是关于爱、家庭和成长的故事，电影以未成年角色为视角的设定，会让所有经历呈现出幼稚和不饱满的缺陷，也使得受众更偏向于低龄化，但是电影仍然是目的明确且简练有趣的，而它的动画视觉效果足以给所有人震撼。 ?,OBIIIOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
终日素颜的面对狭小的生活圈……都市里生活的高富帅、【找个高富帅】平凡的都市女孩林娅楠；尝试著寻找着属于合适自己的爱情。慢慢的变成人们口中的剩女一族，但心中还是期待著美好的爱情降临在自己身上。 |滨江雅苑(... ?,OOOOOOOOOOOOOOOOOOOOOOOOOOBIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
李政宰联袂的暗杀。期待崔岷植的海战鸣梁……全度妍李秉宪的侠女：还有孙艺珍的海盗~，看来韩影今年依然很强啊~最期待金知云改编押井守的人狼……刀之记忆。以及可能由全智贤：古装片阵容都好豪华，2014韩影新片前瞻古装当道卖座大导重出江湖！ ?,OOOOOOBIOOOOOOOBIIIOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
看过妖铃铃，我评： 网页链接 来自@淘票票 ?,OOOOOOOOOOOOOOOOOOOOOOO
他召唤来了一辆从天而降的列车：这趟神秘的列车究竟有着怎样的故事呢，接着。突然收到一张看似意外的火车票，魔幻列车大冒险】摩尔庄园的天空树屋里！摩乐乐错失了出国旅行的好机会……由于一次误会！ ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#王源# #王源大主宰# @TFBOYS-王源 世界上最烦人的事情莫过于看完牧尘哥哥的视频后紧接着出现一个大丑逼了(大家应该都知道是哪位孜孜不倦倒贴)，也为了不给某个新浪包年提供播放量，建议大家把秒拍的自动播放关掉，放心看视频，妈妈再也不用担心我被吓到啦！ ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【姐十八来郎十八】影片是宝鸡电影的开山之作，讲述了电视台保安刘十八刚刚走上工作岗位，情感、工作、生活上面临的一系列问题，通过清新的原生态角度，展示了保安刘十八、电视节目主持人宋晨、旅游讲解员秀秀等当代青年在城市浪潮中所经历的工作、情感方面的变化，带给人们最真实朴素的思想共鸣。 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
变成了泥浆摔跤、一场交织回忆与现实……极具国际视野的资深导演陈丽英（顾城别恋）在此片中以3D技术呈现了搏击的猎奇体验与内蒙草原的壮阔风光：同时娜仁也发现此人竟是多年未见的童年玩伴；【搏击迷城】内蒙古女搏击手娜仁在赴日参加搏击表演，就是因为；却遭主持人改变玩法…… ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
吴京被她当成王俊凯？尴尬的吴京将错就错，显露高情商！(同步自@新浪看点)|吴京被她当... ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【情况不妙】国华证券的董事长杜剑锋暗箱操作，准备带着女儿和不义之财逃往美国，他的助理周阳伙同女友lily一起，准备在他走之年敲诈一笔。但人算不如天算，计划被进城寻找老婆的牛大伟意外搅乱，最终，善有善报，恶有恶报。 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【#舌尖上的中国#第三季即将开播——预告片中那个不再熟悉的男声旁白原来是老狼～】新剧不能停...还记得预告片中，有一个男声说：“在美食中尝百味人生，在影像里品味道中国，舌尖上的中国第三季，让你久等了～”原来这个配音是唱同桌的你的老狼～你听着怎样？ ?,OOBIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIIIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
美妙的声音穿透一束束绿光锁进心的镜头、刚开始时每天都去教堂！此刻又传阅到了你的手中！--恋战冲绳：让我们看不出自己已经长大，让我们看着她绽放光芒：很短，那个唱歌去旅行的女孩。周笔畅的笔记！我与女朋友的关系就好像教友与教堂一样…… ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
今天熊猫跟甜优在聊天讲到「优君生日那天小健喝超醉的～～～～～（如图）那个传说中千杯不醉的佐藤健居然果然年纪大了养身后那个酒量还是有差的哈哈哈哈哈哈#佐藤健##一个喝醉甜的起飞的男子# ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
全面回忆硬汉施瓦辛格拯救火星 @优酷 一部老电影将梦想照进现实，货币消失取而代之的是信用，出租车变成了无人驾驶；当时看着是可笑，现在看着是可怕…… ?,BIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#恋与制作人同人##冬天，你好# #运动不放假#【白鹿塬上菜花美】发现长安油菜花海梯田，美醉了！近几日天气晴好，暖阳高照，不免让人有些心生外出拍长安春天美景。在长安白鹿塬下南横线魏寨段，看到了大美长安白鹿塬油菜花海梯田，金黄一片山水相连，蓝天白云终南山做背景，一字“美”！真是令人美醉了 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
虚伪粥边犁地边唱歌，犁出了山路十八弯//@wh是冫真爱-H46:哈哈哈哈哈哈！右边你要笑死我！虚伪猪的眼皮犁的路歪不了，又正又宽//@喜欢阿紫的僧僧:哈哈哈哈哈哈哈日天现在走的路都是许魏洲用双眼皮犁出来的//@瑜洲的胃药__:哈哈哈哈哈哈哈哈哈白猪们新年好！李昊又出来吹牛逼了,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
豆福传,OOO
离开也很体面才没辜负这些年#韩庚前任攻略3# //@韩庚:我爱你不后悔，也尊重故事结尾。,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
D-60?1、最近老想看周冬雨的电影比如七月与安生、谎言西西里 。2、别人都在陆陆续续回家而我还在备考 行李都收拾好了我。3、痘痘离我远一点好吗消一个长一个。(1.17) ???,OOOOOOOOOOOOOOOOOOOOBIIIIOBIIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【林更新 陈赫 三个院子】林更新陈赫互怼的日常[跪了]九亿少女的梦的噩梦[跪了]林更新 为了逃避陈赫 的折磨都躲到了桌子底下了[允悲]心疼林更新陈赫：咱俩划船去呗林更新：这海不干净的陈赫：为啥呢林更新：它是跟长江 那个陈赫：黄河（循环）林更新：长江！陈赫：长江与黄河，在我心中重 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
我在由OPPO R11s新年正当红冠名的2017#微博之夜#活动中，为#韩庚建军大业#的韩庚投出了重要20票！谁才是你的最爱？当红人物由你成就，微博一起见证！猛戳http://t.cn/RTIQW9U投票，还能赢取大奖哦！ ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#吴亦凡#我觉得我好像病了一场 自从看了吴亦凡和刘亦菲饰演的“原来你还在这里‘’ 就深深的被凡哥迷住了。太帅了 长的简直无可挑剔，还1米87的个头，简直就是心中的白马王子嘛。可是，自己也深知不可能跟凡哥在现实有任何交集，所以 ，一边欢喜，一边失落，每天阴晴不定，感觉快被折磨死了。 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
【第一海水浴场】第一海水浴场三面环山，绿树葱茏，现代的高层建筑与传统的别墅建筑巧妙地结合在一起，景色非常秀丽。远处狭长的汇泉角，浪打红礁，绿荫遮地；幽静的八大关，花木掩映，楼影朦胧。而近处的海滩，碧浪金沙，形如弯月，一幢幢更衣室，五颜六色，精巧玲珑。 ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
过去一年看过的动漫电影来说，其实心目中的排名是这样的,OOOOOOOOOOOOOOOOOOOOOOOOOO
1.声之形,OOOOO
2.你的名字,OOOOOO
3.言叶之庭 ?,OOOOOOOO
只能选择喜欢你或更喜欢你.！【为爱放手】讲述了平面模特李莉（童菲饰）和乐队主唱谭耀（姜潮饰）两个处在迷茫期的年轻人相遇相爱、现实时的挣扎与选择……影片围绕“真爱和金钱究竟哪个更重要”的主题展开一场奇特的爱情之旅……而我、和一行人面对梦想！ http://t.cn/z8LWzxE ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#二代妖精1229#刘亦菲好像是第一次演绎这类型的角色。好喜欢好喜欢！看了剧照，简直爱得不要不要的。@极速之巅没有峰 @莲花开满山 @辣妈小雪你好8,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
#古天乐##30天推古天乐挑战#[小黄人剪刀手][小黄人剪刀手] Day 24. 最喜欢喵星人，虽然傻里傻气，我就是喜欢，没理由。聪明的世人太多，简单美好的灵魂弥足珍贵。[污][污] ???,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
我在由OPPO R11s新年正当红冠名的2017#微博之夜#活动中，为#李易峰心理罪#的李易峰投出了重要20票！谁才是你的最爱？当红人物由你成就，微博一起见证！猛戳http://t.cn/RTIQW9U投票，还能赢取大奖哦！ ?,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
元旦假期就要过去啦,OOOOOOOOO
最开心的是，妳来找我,OOOOOOOOOO
